book_id,title,authors,average_rating,ratings_count,original_publication_year,image_url,description,pages,genres
3168,Savor the Moment,Nora Roberts,4.13,37877,2010.0,https://images.gr-assets.com/books/1415065163m/6781956.jpg,A captivating narrative by Nora Roberts that has resonated with readers globally.,385,[]
3169,The Most Dangerous Game,Richard Connell,3.91,31944,1924.0,https://images.gr-assets.com/books/1386885674m/157076.jpg,"A highly regarded work by Richard Connell, offering a memorable and engaging reading experience.",330,[]
3170,Little Brother,Cory Doctorow,3.94,36779,2008.0,https://images.gr-assets.com/books/1349673129m/954674.jpg,An impactful story by Cory Doctorow that stands as a notable entry in its genre.,273,[]
3171,Dearly Devoted Dexter,Jeff Lindsay,3.84,31937,2005.0,https://images.gr-assets.com/books/1327896144m/136081.jpg,A brilliant publication by Jeff Lindsay that continues to engage and inspire audiences.,198,[]
3172,Essential Rumi,Jalaluddin Rumi,4.44,26575,1273.0,https://images.gr-assets.com/books/1391414844m/304079.jpg,A compelling read by Jalaluddin Rumi exploring profound themes with memorable character depth.,504,[]
3173,Inside the O'Briens,Lisa Genova,3.98,27221,2015.0,https://images.gr-assets.com/books/1423486279m/22716194.jpg,A beautifully crafted book by Lisa Genova that captures the imagination from start to finish.,159,[]
3174,Memories of Ice,Steven Erikson,4.39,29796,2001.0,https://images.gr-assets.com/books/1316729348m/175983.jpg,A captivating narrative by Steven Erikson that has resonated with readers globally.,558,[]
3175,Odd Hours,Dean Koontz,3.92,32880,2008.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"A highly regarded work by Dean Koontz, offering a memorable and engaging reading experience.",192,[]
3176,The Dead Girls' Dance,Rachel Caine,4.06,46247,2007.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,An impactful story by Rachel Caine that stands as a notable entry in its genre.,223,[]
3177,"The Realms of the Gods (Immortals, #4)",Tamora Pierce,4.32,41233,1996.0,https://images.gr-assets.com/books/1262375414m/13834.jpg,A brilliant publication by Tamora Pierce that continues to engage and inspire audiences.,145,[]
3178,One Second After,William R. Forstchen,3.92,26331,2009.0,https://images.gr-assets.com/books/1316728333m/4922079.jpg,A compelling read by William R. Forstchen exploring profound themes with memorable character depth.,259,[]
3179,Gregor and the Curse of the Warmbloods,Suzanne Collins,4.2,31854,2005.0,https://images.gr-assets.com/books/1397852674m/385706.jpg,A beautifully crafted book by Suzanne Collins that captures the imagination from start to finish.,628,[]
3180,The Lover's Dictionary,David Levithan,3.89,34771,2011.0,https://images.gr-assets.com/books/1312055996m/9279177.jpg,A captivating narrative by David Levithan that has resonated with readers globally.,477,[]
3181,Art Through the Ages,Helen Gardner,3.84,23738,1926.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"A highly regarded work by Helen Gardner, offering a memorable and engaging reading experience.",630,[]
3182,The Wishsong of Shannara,Terry Brooks,3.97,36303,1985.0,https://images.gr-assets.com/books/1328325115m/15567.jpg,An impactful story by Terry Brooks that stands as a notable entry in its genre.,479,[]
3183,The Darkest Kiss,Gena Showalter,4.26,43594,2008.0,https://images.gr-assets.com/books/1399691671m/2498983.jpg,A brilliant publication by Gena Showalter that continues to engage and inspire audiences.,181,[]
3184,The Sugar Queen,Sarah Addison Allen,3.98,37734,2008.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A compelling read by Sarah Addison Allen exploring profound themes with memorable character depth.,287,[]
3185,Pure,Jennifer L. Armentrout,4.34,44665,2012.0,https://images.gr-assets.com/books/1296780419m/9761771.jpg,A beautifully crafted book by Jennifer L. Armentrout that captures the imagination from start to finish.,219,[]
3186,Purple Hibiscus,Chimamanda Ngozi Adichie,4.11,29416,2003.0,https://images.gr-assets.com/books/1329431038m/126381.jpg,A captivating narrative by Chimamanda Ngozi Adichie that has resonated with readers globally.,778,[]
3187,No One Belongs Here More Than You,Miranda July,3.81,24717,2005.0,https://images.gr-assets.com/books/1341079226m/113429.jpg,"A highly regarded work by Miranda July, offering a memorable and engaging reading experience.",171,[]
3188,Hammered,Kevin Hearne,4.22,33950,2011.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,An impactful story by Kevin Hearne that stands as a notable entry in its genre.,598,[]
3189,No Rest for the Wicked,Kresley Cole,4.3,42026,2006.0,https://images.gr-assets.com/books/1357615569m/14383.jpg,A brilliant publication by Kresley Cole that continues to engage and inspire audiences.,598,[]
3190,Extreme Measures,Vince Flynn,4.32,32211,2008.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A compelling read by Vince Flynn exploring profound themes with memorable character depth.,1049,[]
3191,"Saga, Volume Four",Brian K. Vaughan,4.47,38069,2014.0,https://images.gr-assets.com/books/1486028981m/23093367.jpg,A beautifully crafted book by Brian K. Vaughan that captures the imagination from start to finish.,274,[]
3192,A Beautiful Wedding,Jamie McGuire,4.08,41359,2013.0,https://images.gr-assets.com/books/1384555141m/18528454.jpg,A captivating narrative by Jamie McGuire that has resonated with readers globally.,537,[]
3193,Bad Monkey,Carl Hiaasen,3.66,27437,2013.0,https://images.gr-assets.com/books/1359148688m/16071701.jpg,"A highly regarded work by Carl Hiaasen, offering a memorable and engaging reading experience.",1376,[]
3194,Sisterland,Curtis Sittenfeld,3.35,29553,2013.0,https://images.gr-assets.com/books/1362466425m/16099180.jpg,An impactful story by Curtis Sittenfeld that stands as a notable entry in its genre.,242,[]
3195,"Juliet, Naked",Nick Hornby,3.48,30200,2009.0,https://images.gr-assets.com/books/1480092420m/6224826.jpg,A brilliant publication by Nick Hornby that continues to engage and inspire audiences.,139,[]
3196,Chicken Soup for the Soul,Jack Canfield,3.94,28664,1993.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A compelling read by Jack Canfield exploring profound themes with memorable character depth.,113,[]
3197,Tears of the Giraffe,Alexander McCall Smith,3.95,35205,2000.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A beautifully crafted book by Alexander McCall Smith that captures the imagination from start to finish.,537,[]
3198,The Concrete Blonde,Michael Connelly,4.12,30286,1994.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A captivating narrative by Michael Connelly that has resonated with readers globally.,113,[]
3199,"Seduced in the Dark (The Dark Duet, #2)",C.J. Roberts,4.32,45712,2012.0,https://images.gr-assets.com/books/1335114363m/13612739.jpg,"A highly regarded work by C.J. Roberts, offering a memorable and engaging reading experience.",280,[]
3200,Carpe Jugulum,Terry Pratchett,4.12,35605,1998.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,An impactful story by Terry Pratchett that stands as a notable entry in its genre.,455,[]
3201,The Warlord Wants Forever,Kresley Cole,4.09,42767,2006.0,https://images.gr-assets.com/books/1254801341m/6388558.jpg,A brilliant publication by Kresley Cole that continues to engage and inspire audiences.,391,[]
3202,Bluebeard,Kurt Vonnegut Jr.,4.02,27011,1987.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A compelling read by Kurt Vonnegut Jr. exploring profound themes with memorable character depth.,452,[]
3203,"Good Faeries, Bad Faeries",Brian Froud,3.88,35068,1998.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A beautifully crafted book by Brian Froud that captures the imagination from start to finish.,400,[]
3204,The Island,Elin Hilderbrand,3.88,29029,2010.0,https://images.gr-assets.com/books/1344264696m/7726892.jpg,A captivating narrative by Elin Hilderbrand that has resonated with readers globally.,754,[]
3205,Cycle of the Werewolf,Stephen King,3.62,30993,1983.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"A highly regarded work by Stephen King, offering a memorable and engaging reading experience.",198,[]
3206,The Devil's Arithmetic,Jane Yolen,4.04,39419,1988.0,https://images.gr-assets.com/books/1342046407m/91357.jpg,An impactful story by Jane Yolen that stands as a notable entry in its genre.,233,[]
3207,The World Without Us,Alan Weisman,3.79,28549,2007.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A brilliant publication by Alan Weisman that continues to engage and inspire audiences.,220,[]
3208,"Isaac's Storm: A Man, a Time, and the Deadliest Hurricane in History",Erik Larson,4.05,29695,1999.0,https://images.gr-assets.com/books/1403179592m/239186.jpg,A compelling read by Erik Larson exploring profound themes with memorable character depth.,576,[]
3209,The Rumor,Elin Hilderbrand,3.69,22876,2015.0,https://images.gr-assets.com/books/1418769681m/23341607.jpg,A beautifully crafted book by Elin Hilderbrand that captures the imagination from start to finish.,601,[]
3210,Orlando: A Biography,Virginia Woolf,3.86,32846,1928.0,https://images.gr-assets.com/books/1443118010m/18839.jpg,A captivating narrative by Virginia Woolf that has resonated with readers globally.,459,[]
3211,Thanks for the Memories,Cecelia Ahern,3.69,31617,2008.0,https://images.gr-assets.com/books/1328019535m/2410506.jpg,"A highly regarded work by Cecelia Ahern, offering a memorable and engaging reading experience.",712,[]
3212,Agnes Grey,Anne Brontë,3.65,33926,1847.0,https://images.gr-assets.com/books/1400875530m/298230.jpg,An impactful story by Anne Brontë that stands as a notable entry in its genre.,173,[]
3213,Angels Fall,Nora Roberts,3.98,34484,2006.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A brilliant publication by Nora Roberts that continues to engage and inspire audiences.,952,[]
3214,Pursuit of Honor,Vince Flynn,4.35,27137,2009.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A compelling read by Vince Flynn exploring profound themes with memorable character depth.,873,[]
3215,"Acheron (Dark-Hunter, #15) - Part 1",Sherrilyn Kenyon,4.59,44623,2008.0,https://images.gr-assets.com/books/1437687512m/2299110.jpg,A beautifully crafted book by Sherrilyn Kenyon that captures the imagination from start to finish.,544,[]
3216,South of Broad,Pat Conroy,3.78,31640,2009.0,https://images.gr-assets.com/books/1320532445m/6135237.jpg,A captivating narrative by Pat Conroy that has resonated with readers globally.,1019,[]
3217,The Birth House,Ami McKay,3.99,29721,2006.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"A highly regarded work by Ami McKay, offering a memorable and engaging reading experience.",130,[]
3218,Fade,Lisa McMann,3.95,42540,2009.0,https://images.gr-assets.com/books/1293805966m/3657138.jpg,An impactful story by Lisa McMann that stands as a notable entry in its genre.,256,[]
3219,The Little Friend,Donna Tartt,3.43,28978,2002.0,https://images.gr-assets.com/books/1327936589m/775346.jpg,A brilliant publication by Donna Tartt that continues to engage and inspire audiences.,225,[]
3220,Percy Jackson and the Olympians Boxed Set,Rick Riordan,4.58,32496,2008.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A compelling read by Rick Riordan exploring profound themes with memorable character depth.,540,[]
3221,Savvy,Ingrid Law,3.96,37593,2008.0,https://images.gr-assets.com/books/1480110534m/2133795.jpg,A beautifully crafted book by Ingrid Law that captures the imagination from start to finish.,186,[]
3222,The Book of Basketball: The NBA According to The Sports Guy,Bill Simmons,4.16,24245,2009.0,https://images.gr-assets.com/books/1320424763m/4452257.jpg,A captivating narrative by Bill Simmons that has resonated with readers globally.,551,[]
3223,London Bridges,James Patterson,3.92,32455,2004.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"A highly regarded work by James Patterson, offering a memorable and engaging reading experience.",797,[]
3224,لا تحزن,عائض القرني,4.15,18825,2003.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,An impactful story by عائض القرني that stands as a notable entry in its genre.,531,[]
3225,Wings of Fire: An Autobiography,A.P.J. Abdul Kalam,4.19,24450,1999.0,https://images.gr-assets.com/books/1295670969m/634583.jpg,A brilliant publication by A.P.J. Abdul Kalam that continues to engage and inspire audiences.,415,[]
3226,The Ripper,L.J. Smith,4.22,27432,2011.0,https://images.gr-assets.com/books/1314846147m/11401915.jpg,A compelling read by L.J. Smith exploring profound themes with memorable character depth.,193,[]
3227,The Signal and the Noise: Why So Many Predictions Fail - But Some Don't,Nate Silver,3.96,26888,2012.0,https://images.gr-assets.com/books/1355058876m/13588394.jpg,A beautifully crafted book by Nate Silver that captures the imagination from start to finish.,211,[]
3228,Salt to the Sea,Ruta Sepetys,4.36,39406,2016.0,https://images.gr-assets.com/books/1437084512m/25614492.jpg,A captivating narrative by Ruta Sepetys that has resonated with readers globally.,741,[]
3229,The Body in the Library,Agatha Christie,3.85,36188,1942.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"A highly regarded work by Agatha Christie, offering a memorable and engaging reading experience.",559,[]
3230,The Lord of the Rings: The Art of The Fellowship of the Ring,Gary Russell,4.59,24340,2002.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,An impactful story by Gary Russell that stands as a notable entry in its genre.,342,[]
3231,"Backstage Pass (Sinners on Tour, #1)",Olivia Cunning,4.05,50044,2010.0,https://images.gr-assets.com/books/1348192403m/8379374.jpg,A brilliant publication by Olivia Cunning that continues to engage and inspire audiences.,272,[]
3232,The Story About Ping,Marjorie Flack,4.15,36193,1933.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A compelling read by Marjorie Flack exploring profound themes with memorable character depth.,104,[]
3233,Tales from a Not-So-Popular Party Girl,Rachel Renée Russell,4.28,26210,2010.0,https://images.gr-assets.com/books/1370064608m/8274537.jpg,A beautifully crafted book by Rachel Renée Russell that captures the imagination from start to finish.,184,[]
3234,Farmer Boy,Laura Ingalls Wilder,4.05,39863,1933.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A captivating narrative by Laura Ingalls Wilder that has resonated with readers globally.,1102,[]
